communication_length_chars_avg,communication_length_chars_max,communication_length_chars_min,communication_length_chars_total,communication_length_texts,communication_length_words_avg,communication_length_words_max,communication_length_words_min,communication_length_words_total,communication_similarity_avg,communication_similarity_computed_pairs,communication_similarity_exact,communication_similarity_max,communication_similarity_min,communication_similarity_num_pairs,composite_tasks,environment,num_steps,num_trajectories,reasoning_length_chars_avg,reasoning_length_chars_max,reasoning_length_chars_min,reasoning_length_chars_total,reasoning_length_texts,reasoning_length_words_avg,reasoning_length_words_max,reasoning_length_words_min,reasoning_length_words_total,reasoning_similarity_avg,reasoning_similarity_computed_pairs,reasoning_similarity_exact,reasoning_similarity_max,reasoning_similarity_min,reasoning_similarity_num_pairs,reasoning_to_communication_similarity_avg,reasoning_to_communication_similarity_computed_pairs,reasoning_to_communication_similarity_exact,reasoning_to_communication_similarity_max,reasoning_to_communication_similarity_min,reasoning_to_communication_similarity_num_pairs,sampling_method,tool_call_distribution_json
74.55988023952096,122,41,24903.0,334,14.131736526946108,23,6,4720.0,,,,,,,DessertAssembly,dessert_assembly,867,90,71.159169550173,108,39,61695.0,867,13.073817762399077,21,8,11335.0,,,,,,,,,,,,,,"{""communicate"":{""count"":334,""fraction"":0.38523644752018454},""give_space"":{""count"":86,""fraction"":0.09919261822376009},""navigate_to_fixture"":{""count"":87,""fraction"":0.10034602076124567},""pick_up_object"":{""count"":180,""fraction"":0.20761245674740483},""place_in_receptacle"":{""count"":180,""fraction"":0.20761245674740483}}"
70.07433628318584,139,28,39592.0,565,13.334513274336283,28,7,7534.0,,,,,,,DisplayMeatVariety,display_meat_variety,1751,90,60.62307252998286,112,34,106151.0,1751,11.675042832667048,23,5,20443.0,,,,,,,,,,,,,,"{""communicate"":{""count"":565,""fraction"":0.32267275842375787},""give_space"":{""count"":175,""fraction"":0.09994288977727013},""navigate_to_fixture"":{""count"":471,""fraction"":0.26898914905768134},""pick_up_object"":{""count"":270,""fraction"":0.15419760137064534},""place_in_receptacle"":{""count"":270,""fraction"":0.15419760137064534}}"
78.30813953488372,120,35,40407.0,516,13.453488372093023,22,7,6942.0,,,,,,,DistributeChicken,distribute_chicken,1370,90,70.01605839416058,136,36,95922.0,1370,12.525547445255475,25,5,17160.0,,,,,,,,,,,,,,"{""communicate"":{""count"":516,""fraction"":0.37664233576642336},""give_space"":{""count"":179,""fraction"":0.13065693430656936},""navigate_to_fixture"":{""count"":315,""fraction"":0.22992700729927007},""pick_up_object"":{""count"":180,""fraction"":0.13138686131386862},""place_on_object"":{""count"":180,""fraction"":0.13138686131386862}}"
77.65359477124183,120,35,23762.0,306,13.823529411764707,22,7,4230.0,,,,,,,GarnishCake,garnish_cake,831,90,74.76173285198556,120,38,62127.0,831,13.62575210589651,22,8,11323.0,,,,,,,,,,,,,,"{""communicate"":{""count"":306,""fraction"":0.36823104693140796},""give_space"":{""count"":81,""fraction"":0.09747292418772563},""navigate_to_fixture"":{""count"":84,""fraction"":0.10108303249097472},""pick_up_object"":{""count"":180,""fraction"":0.21660649819494585},""place_on_object"":{""count"":180,""fraction"":0.21660649819494585}}"
74.86046511627907,127,35,25752.0,344,12.450581395348838,24,6,4283.0,,,,,,,GarnishCupcake,garnish_cupcake,1050,90,69.79238095238095,123,37,73282.0,1050,12.549523809523809,22,6,13177.0,,,,,,,,,,,,,,"{""communicate"":{""count"":344,""fraction"":0.32761904761904764},""give_space"":{""count"":115,""fraction"":0.10952380952380952},""navigate_to_fixture"":{""count"":141,""fraction"":0.13428571428571429},""open_hinged_part"":{""count"":90,""fraction"":0.08571428571428572},""pick_up_object"":{""count"":180,""fraction"":0.17142857142857143},""place_next_to"":{""count"":90,""fraction"":0.08571428571428572},""place_on_object"":{""count"":90,""fraction"":0.08571428571428572}}"
71.68435754189944,123,31,25663.0,358,12.371508379888269,23,5,4429.0,,,,,,,GarnishPancake,garnish_pancake,847,90,68.71192443919716,110,37,58199.0,847,12.26918536009445,20,6,10392.0,,,,,,,,,,,,,,"{""communicate"":{""count"":358,""fraction"":0.42266824085005905},""give_space"":{""count"":91,""fraction"":0.10743801652892562},""navigate_to_fixture"":{""count"":128,""fraction"":0.1511216056670602},""open_hinged_part"":{""count"":90,""fraction"":0.10625737898465171},""pick_up_object"":{""count"":90,""fraction"":0.10625737898465171},""place_on_object"":{""count"":90,""fraction"":0.10625737898465171}}"
71.48653500897666,167,23,39818.0,557,13.473967684021543,32,4,7505.0,,,,,,,GatherMarinadeIngredients,gather_marinade_ingredients,1662,90,61.25571600481348,105,27,101807.0,1662,11.786401925391095,21,6,19589.0,,,,,,,,,,,,,,"{""communicate"":{""count"":557,""fraction"":0.3351383874849579},""give_space"":{""count"":135,""fraction"":0.0812274368231047},""navigate_to_fixture"":{""count"":430,""fraction"":0.25872442839951865},""pick_up_object"":{""count"":270,""fraction"":0.1624548736462094},""place_in_receptacle"":{""count"":90,""fraction"":0.05415162454873646},""place_next_to"":{""count"":180,""fraction"":0.10830324909747292}}"
68.15673289183223,128,27,30875.0,453,11.465783664459162,21,4,5194.0,,,,,,,HotDogSetup,hot_dog_setup,1717,90,60.52824694234129,110,24,103927.0,1717,11.513686662783925,22,5,19769.0,,,,,,,,,,,,,,"{""communicate"":{""count"":453,""fraction"":0.2638322655794991},""give_space"":{""count"":119,""fraction"":0.06930693069306931},""navigate_to_fixture"":{""count"":425,""fraction"":0.24752475247524752},""open_hinged_part"":{""count"":180,""fraction"":0.10483401281304601},""pick_up_object"":{""count"":270,""fraction"":0.15725101921956902},""place_next_to"":{""count"":90,""fraction"":0.052417006406523005},""place_on_object"":{""count"":180,""fraction"":0.10483401281304601}}"
65.97928994082841,124,32,22301.0,338,12.63905325443787,24,6,4272.0,,,,,,,LemonSeasoningFish,lemon_seasoning_fish,834,90,66.84052757793765,107,38,55745.0,834,12.93525179856115,20,7,10788.0,,,,,,,,,,,,,,"{""communicate"":{""count"":338,""fraction"":0.4052757793764988},""give_space"":{""count"":87,""fraction"":0.10431654676258993},""navigate_to_fixture"":{""count"":139,""fraction"":0.16666666666666666},""open_hinged_part"":{""count"":90,""fraction"":0.1079136690647482},""pick_up_object"":{""count"":90,""fraction"":0.1079136690647482},""place_on_object"":{""count"":90,""fraction"":0.1079136690647482}}"
75.36666666666666,116,27,33915.0,450,14.071111111111112,24,6,6332.0,,,,,,,LineUpCondiments,line_up_condiments,1257,90,69.17342879872713,120,35,86951.0,1257,12.766905330151154,22,7,16048.0,,,,,,,,,,,,,,"{""communicate"":{""count"":450,""fraction"":0.35799522673031026},""give_space"":{""count"":123,""fraction"":0.09785202863961814},""navigate_to_fixture"":{""count"":324,""fraction"":0.2577565632458234},""pick_up_object"":{""count"":180,""fraction"":0.1431980906921241},""place_next_to"":{""count"":136,""fraction"":0.10819411296738266},""place_on_surface"":{""count"":44,""fraction"":0.035003977724741446}}"
80.3063829787234,138,32,37744.0,470,13.704255319148936,25,6,6441.0,,,,,,,MatchCupAndDrink,match_cup_and_drink,1291,90,70.07203718048025,122,35,90463.0,1291,12.511231603408211,22,7,16152.0,,,,,,,,,,,,,,"{""communicate"":{""count"":470,""fraction"":0.3640588690937258},""give_space"":{""count"":151,""fraction"":0.11696359411309062},""navigate_to_fixture"":{""count"":310,""fraction"":0.24012393493415957},""pick_up_object"":{""count"":180,""fraction"":0.139426800929512},""place_next_to"":{""count"":180,""fraction"":0.139426800929512}}"
70.4819944598338,123,32,25444.0,361,12.742382271468143,23,6,4600.0,,,,,,,MeatSkewerAssembly,meat_skewer_assembly,879,90,69.21046643913539,128,34,60836.0,879,12.847554038680318,25,5,11293.0,,,,,,,,,,,,,,"{""communicate"":{""count"":361,""fraction"":0.41069397042093286},""give_space"":{""count"":78,""fraction"":0.08873720136518772},""navigate_to_fixture"":{""count"":80,""fraction"":0.09101251422070535},""pick_up_object"":{""count"":180,""fraction"":0.20477815699658702},""place_in_receptacle"":{""count"":180,""fraction"":0.20477815699658702}}"
68.39965095986038,125,25,39193.0,573,12.69109947643979,22,6,7272.0,,,,,,,OrganizeCondiments,organize_condiments,1856,90,61.87338362068966,158,32,114837.0,1856,11.502693965517242,29,5,21349.0,,,,,,,,,,,,,,"{""communicate"":{""count"":573,""fraction"":0.30872844827586204},""give_space"":{""count"":263,""fraction"":0.14170258620689655},""navigate_to_fixture"":{""count"":480,""fraction"":0.25862068965517243},""pick_up_object"":{""count"":270,""fraction"":0.14547413793103448},""place_in_receptacle"":{""count"":270,""fraction"":0.14547413793103448}}"
69.00188679245284,136,29,36571.0,530,13.80377358490566,28,5,7316.0,,,,,,,PlateStoreDinner,plate_store_dinner,1863,90,61.049919484702095,109,29,113736.0,1863,12.263016639828233,24,6,22846.0,,,,,,,,,,,,,,"{""communicate"":{""count"":530,""fraction"":0.2844873859366613},""give_space"":{""count"":146,""fraction"":0.07836822329575953},""navigate_to_fixture"":{""count"":557,""fraction"":0.2989801395598497},""open_hinged_part"":{""count"":90,""fraction"":0.04830917874396135},""pick_up_object"":{""count"":270,""fraction"":0.14492753623188406},""place_in_receptacle"":{""count"":180,""fraction"":0.0966183574879227},""place_on_object"":{""count"":90,""fraction"":0.04830917874396135}}"
73.54475703324808,125,31,28756.0,391,12.746803069053708,22,6,4984.0,,,,,,,PortionHotDogs,portion_hot_dogs,1383,90,62.257411424439624,107,33,86102.0,1383,11.692697035430225,21,6,16171.0,,,,,,,,,,,,,,"{""communicate"":{""count"":391,""fraction"":0.2827187274041938},""give_space"":{""count"":144,""fraction"":0.10412147505422993},""navigate_to_fixture"":{""count"":128,""fraction"":0.09255242227042661},""pick_up_object"":{""count"":360,""fraction"":0.2603036876355748},""place_on_object"":{""count"":360,""fraction"":0.2603036876355748}}"
64.99496221662469,120,12,25803.0,397,11.317380352644836,22,2,4493.0,,,,,,,PortionYogurt,portion_yogurt,1258,90,64.05961844197138,120,31,80587.0,1258,11.702702702702704,23,5,14722.0,,,,,,,,,,,,,,"{""communicate"":{""count"":397,""fraction"":0.31558028616852146},""give_space"":{""count"":71,""fraction"":0.05643879173290938},""navigate_to_fixture"":{""count"":70,""fraction"":0.05564387917329094},""pick_up_object"":{""count"":360,""fraction"":0.2861685214626391},""place_on_object"":{""count"":360,""fraction"":0.2861685214626391}}"
66.87885985748218,151,45,28156.0,421,12.178147268408551,28,7,5127.0,,,,,,,PrepareCheeseStation,prepare_cheese_station,1308,90,62.54204892966361,105,36,81805.0,1308,12.075688073394495,20,7,15795.0,,,,,,,,,,,,,,"{""communicate"":{""count"":421,""fraction"":0.32186544342507645},""give_space"":{""count"":91,""fraction"":0.06957186544342507},""navigate_to_fixture"":{""count"":256,""fraction"":0.19571865443425077},""open_hinged_part"":{""count"":180,""fraction"":0.13761467889908258},""pick_up_object"":{""count"":180,""fraction"":0.13761467889908258},""place_next_to"":{""count"":180,""fraction"":0.13761467889908258}}"
72.581589958159,144,32,34694.0,478,13.290794979079498,28,6,6353.0,,,,,,,PrepareCocktailStation,prepare_cocktail_station,1684,90,64.08372921615202,134,30,107917.0,1684,12.209619952494062,21,5,20561.0,,,,,,,,,,,,,,"{""communicate"":{""count"":478,""fraction"":0.2838479809976247},""give_space"":{""count"":149,""fraction"":0.08847980997624703},""navigate_to_fixture"":{""count"":427,""fraction"":0.25356294536817103},""open_hinged_part"":{""count"":90,""fraction"":0.05344418052256532},""pick_up_object"":{""count"":270,""fraction"":0.16033254156769597},""place_in_receptacle"":{""count"":90,""fraction"":0.05344418052256532},""place_next_to"":{""count"":180,""fraction"":0.10688836104513064}}"
79.73684210526316,108,46,1515.0,19,14.421052631578947,20,8,274.0,,,,,,,PrepareCoffee,prepare_coffee,60,3,58.333333333333336,90,38,3500.0,60,11.083333333333334,15,7,665.0,,,,,,,,,,,,,,"{""communicate"":{""count"":19,""fraction"":0.31666666666666665},""give_space"":{""count"":9,""fraction"":0.15},""navigate_to_fixture"":{""count"":14,""fraction"":0.23333333333333334},""open_hinged_part"":{""count"":3,""fraction"":0.05},""pick_up_object"":{""count"":6,""fraction"":0.1},""place_on_surface"":{""count"":3,""fraction"":0.05},""place_under"":{""count"":3,""fraction"":0.05},""press_button"":{""count"":3,""fraction"":0.05}}"
76.82560296846012,129,26,41409.0,539,14.504638218923933,24,5,7818.0,,,,,,,PrepareDrinkStation,prepare_drink_station,1689,90,63.43576080521019,118,24,107143.0,1689,12.189461219656602,23,5,20588.0,,,,,,,,,,,,,,"{""communicate"":{""count"":539,""fraction"":0.3191237418590882},""give_space"":{""count"":140,""fraction"":0.08288928359976318},""navigate_to_fixture"":{""count"":470,""fraction"":0.27827116637063354},""pick_up_object"":{""count"":270,""fraction"":0.15985790408525755},""place_in_receptacle"":{""count"":180,""fraction"":0.10657193605683836},""place_next_to"":{""count"":90,""fraction"":0.05328596802841918}}"
72.55852156057495,119,32,35336.0,487,13.726899383983573,24,7,6685.0,,,,,,,PrepareSausageCheese,prepare_sausage_cheese,1401,90,63.5667380442541,119,32,89057.0,1401,12.196288365453247,23,5,17087.0,,,,,,,,,,,,,,"{""communicate"":{""count"":487,""fraction"":0.34760885082084225},""give_space"":{""count"":173,""fraction"":0.12348322626695217},""navigate_to_fixture"":{""count"":291,""fraction"":0.20770877944325483},""open_hinged_part"":{""count"":90,""fraction"":0.06423982869379015},""pick_up_object"":{""count"":180,""fraction"":0.1284796573875803},""place_on_object"":{""count"":180,""fraction"":0.1284796573875803}}"
64.82272727272728,122,27,28522.0,440,13.01590909090909,26,5,5727.0,,,,,,,PrepareSoupServing,prepare_soup_serving,1125,90,61.78044444444444,112,34,69503.0,1125,12.117333333333333,20,5,13632.0,,,,,,,,,,,,,,"{""close_hinged_part"":{""count"":90,""fraction"":0.08},""communicate"":{""count"":440,""fraction"":0.39111111111111113},""give_space"":{""count"":71,""fraction"":0.06311111111111112},""navigate_to_fixture"":{""count"":254,""fraction"":0.22577777777777777},""open_hinged_part"":{""count"":90,""fraction"":0.08},""pick_up_object"":{""count"":90,""fraction"":0.08},""place_in_receptacle"":{""count"":90,""fraction"":0.08}}"
72.2955223880597,124,38,24219.0,335,12.93731343283582,22,7,4334.0,,,,,,,SeasoningSteak,seasoning_steak,747,90,73.09370816599733,105,34,54601.0,747,13.397590361445783,21,5,10008.0,,,,,,,,,,,,,,"{""communicate"":{""count"":335,""fraction"":0.4484605087014726},""give_space"":{""count"":95,""fraction"":0.12717536813922356},""navigate_to_fixture"":{""count"":137,""fraction"":0.18340026773761714},""pick_up_object"":{""count"":90,""fraction"":0.12048192771084337},""place_next_to"":{""count"":90,""fraction"":0.12048192771084337}}"
70.86875,127,38,34017.0,480,13.508333333333333,25,6,6484.0,,,,,,,ServeMealJuice,serve_meal_juice,1292,90,66.35990712074303,117,31,85737.0,1292,12.591331269349846,23,5,16268.0,,,,,,,,,,,,,,"{""communicate"":{""count"":480,""fraction"":0.3715170278637771},""give_space"":{""count"":160,""fraction"":0.1238390092879257},""navigate_to_fixture"":{""count"":292,""fraction"":0.2260061919504644},""pick_up_object"":{""count"":180,""fraction"":0.1393188854489164},""place_next_to"":{""count"":180,""fraction"":0.1393188854489164}}"
74.92574257425743,114,37,30270.0,404,15.106435643564357,22,7,6103.0,,,,,,,ServeSteak,serve_steak,1151,90,66.17202432667246,117,39,76164.0,1151,12.827106863596873,21,7,14764.0,,,,,,,,,,,,,,"{""communicate"":{""count"":404,""fraction"":0.3509991311902693},""give_space"":{""count"":162,""fraction"":0.14074717636837533},""navigate_to_fixture"":{""count"":225,""fraction"":0.19548218940052128},""pick_up_object"":{""count"":180,""fraction"":0.15638575152041703},""place_on_object"":{""count"":90,""fraction"":0.07819287576020852},""place_on_surface"":{""count"":90,""fraction"":0.07819287576020852}}"
67.81761006289308,120,20,32349.0,477,12.59748427672956,24,3,6009.0,,,,,,,SetBowlsForSoup,set_bowls_for_soup,1386,90,61.92712842712843,109,32,85831.0,1386,11.97979797979798,21,5,16604.0,,,,,,,,,,,,,,"{""communicate"":{""count"":477,""fraction"":0.34415584415584416},""give_space"":{""count"":159,""fraction"":0.11471861471861472},""navigate_to_fixture"":{""count"":300,""fraction"":0.21645021645021645},""open_hinged_part"":{""count"":90,""fraction"":0.06493506493506493},""pick_up_object"":{""count"":180,""fraction"":0.12987012987012986},""place_on_object"":{""count"":180,""fraction"":0.12987012987012986}}"
70.87134502923976,138,29,36357.0,513,13.3411306042885,28,5,6844.0,,,,,,,SetUpSpiceStation,set_up_spice_station,1687,90,63.566093657379966,123,27,107236.0,1687,12.321280379371666,23,6,20786.0,,,,,,,,,,,,,,"{""communicate"":{""count"":513,""fraction"":0.30409010077059867},""give_space"":{""count"":142,""fraction"":0.08417308832246592},""navigate_to_fixture"":{""count"":492,""fraction"":0.2916419679905157},""pick_up_object"":{""count"":270,""fraction"":0.16004742145820983},""place_next_to"":{""count"":270,""fraction"":0.16004742145820983}}"
