flash_diversity,pro_diversity,pro_minus_flash_diversity,sampling_method,task
0.0557528179267357,0.05008033842876036,-0.005672479497975336,random,line_up_condiments
0.07660548632172337,0.08383389903211047,0.0072284127103871,verbalized,line_up_condiments
0.07042431803955429,0.05582774247246225,-0.01459657556709204,high_temperature,match_cup_and_drink
0.06369638442993164,0.05957317585232613,-0.004123208577605508,random,match_cup_and_drink
0.0735402014063693,0.06348484288686995,-0.010055358519499347,verbalized,match_cup_and_drink
0.06044818450664646,0.07498018289434494,0.014531998387698475,high_temperature,meat_skewer_assembly
0.06927826856744701,0.08046163800118988,0.011183369433742874,random,meat_skewer_assembly
0.09612380225082928,0.09913214253283098,0.003008340282001698,verbalized,meat_skewer_assembly
0.0773750353133541,0.0816391336506811,0.004264098337326994,high_temperature,organize_condiments
0.09021532987726144,0.07387156568724529,-0.016343764190016152,random,organize_condiments
0.09236769854337323,0.07069502356408652,-0.02167267497928671,verbalized,organize_condiments
0.07604497931469445,0.08472966490120726,0.008684685586512808,high_temperature,plate_store_dinner
0.06585034625283603,0.07142191590933966,0.005571569656503628,random,plate_store_dinner
0.0685689764461298,0.07865429623373621,0.010085319787606406,verbalized,plate_store_dinner
0.06647377288204503,0.10123633913610175,0.034762566254056715,high_temperature,portion_hot_dogs
0.05074322689538713,0.10491916050856143,0.0541759336131743,random,portion_hot_dogs
0.11291571047114235,0.14501841917805292,0.032102708706910565,verbalized,portion_hot_dogs
0.06387706200281784,0.0904187976628884,0.026541735660070565,high_temperature,portion_yogurt
0.07365138174473551,0.08513361462231339,0.01148223287757788,random,portion_yogurt
0.09152039015430147,0.07551584997396354,-0.016004540180337923,verbalized,portion_yogurt
0.032954119265764636,0.04766274539903659,0.014708626133271951,high_temperature,prepare_cheese_station
0.03597470097158151,0.04646969663685763,0.010494995665276119,random,prepare_cheese_station
0.06275996778203152,0.04632756011239414,-0.016432407669637383,verbalized,prepare_cheese_station
0.051410095170996706,0.05044845794809272,-0.0009616372229039882,high_temperature,prepare_cocktail_station
0.04710182129651652,0.04016794267742119,-0.006933878619095335,random,prepare_cocktail_station
0.058298656721224695,0.0659877038550103,0.007689047133785598,verbalized,prepare_cocktail_station
0.053606912126682116,0.06214945549252393,0.008542543365841815,high_temperature,prepare_coffee
0.04343944787979126,0.055392762025197384,0.011953314145406124,random,prepare_coffee
0.055691358001752844,0.06568987780603874,0.0099985198042859,verbalized,prepare_coffee
0.06622016416198906,0.059774891809485475,-0.006445272352503584,high_temperature,prepare_drink_station
0.059695289737876855,0.060591000798104866,0.0008957110602280105,random,prepare_drink_station
0.07051887608122553,0.07220008619900409,0.0016812101177785532,verbalized,prepare_drink_station
0.05383015459981455,0.04944296883440569,-0.004387185765408863,high_temperature,prepare_sausage_cheese
0.05363629343865928,0.05078248100719229,-0.0028538124314669844,random,prepare_sausage_cheese
0.07290836709669268,0.04821086450554857,-0.024697502591144116,verbalized,prepare_sausage_cheese
0.06581909889462345,0.05750220000058759,-0.008316898894035862,high_temperature,prepare_soup_serving
0.05757984388833759,0.055090841342662955,-0.0024890025456746345,random,prepare_soup_serving
0.06337382204231179,0.05324809838985578,-0.010125723652456009,verbalized,prepare_soup_serving
0.05446522126252629,0.07655064374551002,0.02208542248298373,high_temperature,seasoning_steak
0.05282555380086784,0.050745616562065,-0.0020799372388028425,random,seasoning_steak
0.07158460836300906,0.050978242117783124,-0.020606366245225938,verbalized,seasoning_steak
0.06899240126554995,0.056761727798944284,-0.012230673466605668,high_temperature,serve_meal_juice
0.06149904549806973,0.05348190617287296,-0.008017139325196765,random,serve_meal_juice
0.08515030556711656,0.07497500880011199,-0.010175296767004571,verbalized,serve_meal_juice
0.047471831995865355,0.056111067464981956,0.008639235469116602,high_temperature,serve_steak
0.04522587896763597,0.05370387702152646,0.00847799805389049,random,serve_steak
0.05829429736082581,0.06991626065352863,0.01162196329270282,verbalized,serve_steak
0.07669525913808539,0.04969467239818359,-0.0270005867399018,high_temperature,set_bowls_for_soup
0.07742310940534214,0.04351682265599566,-0.03390628674934648,random,set_bowls_for_soup
0.07721266376561131,0.05060375572621134,-0.02660890803939997,verbalized,set_bowls_for_soup
0.06337041224556406,0.05883586064152335,-0.004534551604040704,high_temperature,set_up_spice_station
0.06312423122340238,0.05333027318976391,-0.009793958033638472,random,set_up_spice_station
0.06944517294565833,0.08377275439514509,0.01432758144948676,verbalized,set_up_spice_station
0.049066655937282544,0.054755874474843313,0.0056892185375607696,high_temperature,setup_bowls
0.05810494792872467,0.04344864768543466,-0.01465630024329001,random,setup_bowls
0.0692814410417929,0.05875700068199774,-0.010524440359795162,verbalized,setup_bowls
0.04418135579975169,0.0416932717136953,-0.0024880840860563858,high_temperature,setup_butter_plate
0.04636331330770738,0.042717232512331504,-0.0036460807953758723,random,setup_butter_plate
0.062097226888283896,0.05244510077882092,-0.009652126109462977,verbalized,setup_butter_plate
0.06594329044736669,0.05637956679552447,-0.009563723651842215,high_temperature,setup_soda_bowl
0.06132478056282831,0.048662549325789506,-0.012662231237038801,random,setup_soda_bowl
0.061472447439171796,0.06281731923421219,0.0013448717950403921,verbalized,setup_soda_bowl
0.06680063941012859,0.05361308558233857,-0.013187553827790022,high_temperature,setup_wine_glasses
0.05941853893214255,0.043941961348741954,-0.015476577583400597,random,setup_wine_glasses
0.07106429639903977,0.07457019200270198,0.0035058956036622124,verbalized,setup_wine_glasses
0.07192953687974779,0.06399407126437662,-0.007935465615371173,high_temperature,spicy_marinade
0.0537801309563648,0.07412761723858186,0.020347486282217053,random,spicy_marinade
0.07744305216032887,0.07843668611570331,0.00099363395537444,verbalized,spicy_marinade
0.05639771305281538,0.05766675253024045,0.0012690394774250713,high_temperature,sweeten_coffee
0.05886975896769553,0.05014685255357587,-0.008722906414119658,random,sweeten_coffee
0.07758511757028519,0.07195571373248921,-0.0056294038377959765,verbalized,sweeten_coffee
0.050986121714800214,0.060719578978659094,0.00973345726385888,high_temperature,tong_buffet_setup
0.05650449580159678,0.05473917613084289,-0.0017653196707538843,random,tong_buffet_setup
0.06596477977160753,0.06085655702941717,-0.00510822274219036,verbalized,tong_buffet_setup
0.06593553060772772,0.09887132260991238,0.03293579200218466,high_temperature,veggie_dip_prep
0.054891575204915055,0.08404598551234976,0.02915441030743471,random,veggie_dip_prep
0.08088292760410531,0.08684117684419124,0.005958249240085922,verbalized,veggie_dip_prep
